Id;Question;Answer
1032;Karacasu'dan kalkan son sefer saat kaçta?;Karacasu'dan kalkan son seferimiz saat 19.50'de kalkmaktadýr.
1033;Yeni Pazar'dan kalkan yedinci sefer saat kaçta?;Yeni Pazar'dan kalkan son seferimiz saat 19.50'de kalkmaktadýr.
1034;Yeni Pazar'dan kalkan son sefer saat kaçta?;Yeni Pazar'dan kalkan son seferimiz saat 19.50'de kalkmaktadýr.
1035;Otogar'dan kalkan ikinci sefer saat kaçta?;Otogar'dan kalkan ikinci seferimiz saat 09.50'de kalkmaktadýr.
1036;Otogar'dan kalkan üçüncü sefer saat kaçta?;Otogar'dan kalkan üçüncü seferimiz saat 10.35'te kalkmaktadýr.
1037;Otogar'dan kalkan dördüncü sefer saat kaçta?;Otogar'dan kalkan dördüncü seferimiz saat 12.55'te kalkmaktadýr.
1038;Otogar'dan kalkan beþinci sefer saat kaçta?;Otogar'dan kalkan beþinci seferimiz saat 15.10'da kalkmaktadýr.
1039;Otogar'dan kalkan altýncý sefer saat kaçta?;Otogar'dan kalkan altýncý seferimiz saat 17.40'ta kalkmaktadýr.
1040;Adü'den kalkan ikinci sefer saat kaçta?;Adü'den kalkan ikinci seferimiz saat 09.50'de kalkmaktadýr.
1041;Adü'den kalkan üçüncü sefer saat kaçta?;Adü'den kalkan üçüncü seferimiz saat 10.40'ta kalkmaktadýr.
1042;Adü'den kalkan dördüncü sefer saat kaçta?;Adü'den kalkan dördüncü seferimiz saat 12.55'te kalkmaktadýr.
1043;Adü'den kalkan beþinci sefer saat kaçta?;Adü'den kalkan beþinci seferimiz saat 15.10'da kalkmaktadýr.
1044;Adü'den kalkan altýncý sefer saat kaçta?;Adü'den kalkan altýncý seferimiz saat 17.40'ta kalkmaktadýr.
1045;Kuþadasý'ndan kalkan ikinci sefer saat kaçta?;Kuþadasý'ndan kalkan ikinci seferimiz saat 10.20'de kalkmaktadýr.
1046;Kuþadasý'ndan kalkan üçüncü sefer saat kaçta?;Kuþadasý'ndan kalkan üçüncü seferimiz saat 11.10'da kalkmaktadýr.
1047;Kuþadasý'ndan kalkan dördüncü sefer saat kaçta?;Kuþadasý'ndan kalkan dördüncü seferimiz saat 13.25'te kalkmaktadýr.
1048;Kuþadasý'ndan kalkan beþinci sefer saat kaçta?;Kuþadasý'ndan kalkan beþinci seferimiz saat 15.40'ta kalkmaktadýr.
1049;Kuþadasý'ndan kalkan altýncý sefer saat kaçta?;Kuþadasý'ndan kalkan altýncý seferimiz saat 18.10'da kalkmaktadýr.
1050;Karpuzlu'dan kalkan ikinci sefer saat kaçta?;Karpuzlu'dan kalkan ikinci seferimiz saat 12.00'da kalkmaktadýr.
1051;Karpuzlu'dan kalkan üçüncü sefer saat kaçta?;Karpuzlu'dan kalkan üçüncü seferimiz saat 13.05'te kalkmaktadýr.
1052;Karpuzlu'dan kalkan dördüncü sefer saat kaçta?;Karpuzlu'dan kalkan dördüncü seferimiz saat 15.25'te kalkmaktadýr.
1053;Karpuzlu'dan kalkan beþinci sefer saat kaçta?;Karpuzlu'dan kalkan beþinci seferimiz saat 18.40'ta kalkmaktadýr.
1054;Karpuzlu'dan kalkan altýncý sefer saat kaçta?;Karpuzlu'dan kalkan altýncý seferimiz saat 20.10'da kalkmaktadýr.
1055;Çine'den kalkan ikinci sefer saat kaçta?;Çine'den kalkan ikinci seferimiz saat 11.50'de kalkmaktadýr.
1056;Çine'den kalkan üçüncü sefer saat kaçta?;Çine'den kalkan üçüncü seferimiz saat 12.45'te kalkmaktadýr.
1057;Çine'den kalkan dördüncü sefer saat kaçta?;Çine'den kalkan dördüncü seferimiz saat 15.55'te kalkmaktadýr.
1058;Çine'den kalkan beþinci sefer saat kaçta?;Çine'den kalkan beþinci seferimiz saat 17.20'de kalkmaktadýr.
1059;Çine'den kalkan altýncý sefer saat kaçta?;Çine'den kalkan altýncý seferimiz saat 20.40'ta kalkmaktadýr.
1060;Köþk'ten kalkan ikinci sefer saat kaçta?;Köþk'ten kalkan ikinci seferimiz saat 12.55'te kalkmaktadýr.
1061;Köþk'ten kalkan üçüncü sefer saat kaçta?;Köþk'ten kalkan üçüncü seferimiz saat 14.40'ta kalkmaktadýr.
1062;Köþk'ten kalkan dördüncü sefer saat kaçta?;Köþk'ten kalkan dördüncü seferimiz saat 15.55'te kalkmaktadýr.
1063;Köþk'ten kalkan beþinci sefer saat kaçta?;Köþk'ten kalkan beþinci seferimiz saat 18.10'da kalkmaktadýr.
1064;Köþk'ten kalkan altýncý sefer saat kaçta?;Köþk'ten kalkan altýncý seferimiz saat 20.40'ta kalkmaktadýr.
1065;Karacasu'dan kalkan ikinci sefer saat kaçta?;Karacasu'dan kalkan ikinci seferimiz saat 09.50'de kalkmaktadýr.
1066;Karacasu'dan kalkan üçüncü sefer saat kaçta?;Karacasu'dan kalkan üçüncü seferimiz saat 10.50'de kalkmaktadýr.
1067;Karacasu'dan kalkan dördüncü sefer saat kaçta?;Karacasu'dan kalkan dördüncü seferimiz saat 13.50'de kalkmaktadýr.
1068;Karacasu'dan kalkan beþinci sefer saat kaçta?;Karacasu'dan kalkan beþinci seferimiz saat 15.50'de kalkmaktadýr.
1069;Karacasu'dan kalkan altýncý sefer saat kaçta?;Karacasu'dan kalkan altýncý seferimiz saat 17.50'de kalkmaktadýr.
1070;Yeni Pazar'dan kalkan ikinci sefer saat kaçta?;Yeni Pazar'dan kalkan ikinci seferimiz saat 09.50'de kalkmaktadýr.
1071;Yeni Pazar'dan kalkan üçüncü sefer saat kaçta?;Yeni Pazar'dan kalkan üçüncü seferimiz saat 10.50'de kalkmaktadýr.
1072;Yeni Pazar'dan kalkan dördüncü sefer saat kaçta?;Yeni Pazar'dan kalkan dördüncü seferimiz saat 13.50'de kalkmaktadýr.
1073;Yeni Pazar'dan kalkan beþinci sefer saat kaçta?;Yeni Pazar'dan kalkan beþinci seferimiz saat 15.50'de kalkmaktadýr.
1074;Yeni Pazar'dan kalkan altýncý sefer saat kaçta?;Yeni Pazar'dan kalkan altýncý seferimiz saat 17.50'de kalkmaktadýr.

